['./machsuite/databases/original-size/merged/stencil_result.db']
391987.0 {'__PARA__L0': 1, '__PARA__L1': 1, '__PIPE__L0': '', '__PIPE__L1': '', '__PIPE__L2': '', '__TILE__L0': 1, '__TILE__L1': 4}
perf: 222769.0 for point: {'__PARA__L0': 1, '__PARA__L1': 1, '__PIPE__L0': '', '__PIPE__L1': '', '__PIPE__L2': 'flatten', '__TILE__L0': 1, '__TILE__L1': 8}
perf: 222769.0 for point: {'__PARA__L0': 1, '__PARA__L1': 1, '__PIPE__L0': '', '__PIPE__L1': '', '__PIPE__L2': 'off', '__TILE__L0': 1, '__TILE__L1': 8}
perf: 222769.0 for point: {'__PARA__L0': 1, '__PARA__L1': 1, '__PIPE__L0': '', '__PIPE__L1': 'off', '__PIPE__L2': '', '__TILE__L0': 1, '__TILE__L1': 8}
perf: 222769.0 for point: {'__PARA__L0': 1, '__PARA__L1': 1, '__PIPE__L0': '', '__PIPE__L1': 'off', '__PIPE__L2': 'flatten', '__TILE__L0': 1, '__TILE__L1': 8}
perf: 222769.0 for point: {'__PARA__L0': 1, '__PARA__L1': 1, '__PIPE__L0': '', '__PIPE__L1': 'off', '__PIPE__L2': 'off', '__TILE__L0': 1, '__TILE__L1': 8}
perf: 222769.0 for point: {'__PARA__L0': 1, '__PARA__L1': 1, '__PIPE__L0': 'off', '__PIPE__L1': '', '__PIPE__L2': '', '__TILE__L0': 1, '__TILE__L1': 8}
perf: 222769.0 for point: {'__PARA__L0': 1, '__PARA__L1': 1, '__PIPE__L0': 'off', '__PIPE__L1': '', '__PIPE__L2': 'flatten', '__TILE__L0': 1, '__TILE__L1': 8}
perf: 222769.0 for point: {'__PARA__L0': 1, '__PARA__L1': 1, '__PIPE__L0': 'off', '__PIPE__L1': '', '__PIPE__L2': 'off', '__TILE__L0': 1, '__TILE__L1': 8}
perf: 222769.0 for point: {'__PARA__L0': 1, '__PARA__L1': 1, '__PIPE__L0': 'off', '__PIPE__L1': 'off', '__PIPE__L2': '', '__TILE__L0': 1, '__TILE__L1': 8}
perf: 222769.0 for point: {'__PARA__L0': 1, '__PARA__L1': 1, '__PIPE__L0': 'off', '__PIPE__L1': 'off', '__PIPE__L2': 'flatten', '__TILE__L0': 1, '__TILE__L1': 8}
perf: 222769.0 for point: {'__PARA__L0': 1, '__PARA__L1': 1, '__PIPE__L0': 'off', '__PIPE__L1': 'off', '__PIPE__L2': 'off', '__TILE__L0': 1, '__TILE__L1': 8}
perf: 346016.0 for point: {'__PARA__L0': 1, '__PARA__L1': 62, '__PIPE__L0': 'off', '__PIPE__L1': 'off', '__PIPE__L2': 'off', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 346016.0 for point: {'__PARA__L0': 1, '__PARA__L1': 62, '__PIPE__L0': 'off', '__PIPE__L1': 'off', '__PIPE__L2': 'off', '__TILE__L0': 126, '__TILE__L1': 1}
perf: 353954.0 for point: {'__PARA__L0': 1, '__PARA__L1': 62, '__PIPE__L0': 'off', '__PIPE__L1': 'off', '__PIPE__L2': '', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 353954.0 for point: {'__PARA__L0': 1, '__PARA__L1': 62, '__PIPE__L0': 'off', '__PIPE__L1': 'off', '__PIPE__L2': '', '__TILE__L0': 126, '__TILE__L1': 1}
perf: 353954.0 for point: {'__PARA__L0': 1, '__PARA__L1': 62, '__PIPE__L0': 'off', '__PIPE__L1': 'off', '__PIPE__L2': 'flatten', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 353954.0 for point: {'__PARA__L0': 1, '__PARA__L1': 62, '__PIPE__L0': 'off', '__PIPE__L1': 'off', '__PIPE__L2': 'flatten', '__TILE__L0': 126, '__TILE__L1': 1}
perf: 391987.0 for point: {'__PARA__L0': 1, '__PARA__L1': 1, '__PIPE__L0': '', '__PIPE__L1': '', '__PIPE__L2': '', '__TILE__L0': 1, '__TILE__L1': 4}
perf: 391987.0 for point: {'__PARA__L0': 1, '__PARA__L1': 1, '__PIPE__L0': '', '__PIPE__L1': '', '__PIPE__L2': 'flatten', '__TILE__L0': 1, '__TILE__L1': 4}
perf: 391987.0 for point: {'__PARA__L0': 1, '__PARA__L1': 1, '__PIPE__L0': '', '__PIPE__L1': '', '__PIPE__L2': 'off', '__TILE__L0': 1, '__TILE__L1': 4}
perf: 391987.0 for point: {'__PARA__L0': 1, '__PARA__L1': 1, '__PIPE__L0': '', '__PIPE__L1': 'off', '__PIPE__L2': '', '__TILE__L0': 1, '__TILE__L1': 4}
perf: 391987.0 for point: {'__PARA__L0': 1, '__PARA__L1': 1, '__PIPE__L0': '', '__PIPE__L1': 'off', '__PIPE__L2': 'flatten', '__TILE__L0': 1, '__TILE__L1': 4}
perf: 391987.0 for point: {'__PARA__L0': 1, '__PARA__L1': 1, '__PIPE__L0': '', '__PIPE__L1': 'off', '__PIPE__L2': 'off', '__TILE__L0': 1, '__TILE__L1': 4}
perf: 391987.0 for point: {'__PARA__L0': 1, '__PARA__L1': 1, '__PIPE__L0': 'off', '__PIPE__L1': '', '__PIPE__L2': '', '__TILE__L0': 1, '__TILE__L1': 4}
perf: 391987.0 for point: {'__PARA__L0': 1, '__PARA__L1': 1, '__PIPE__L0': 'off', '__PIPE__L1': '', '__PIPE__L2': 'flatten', '__TILE__L0': 1, '__TILE__L1': 4}
perf: 391987.0 for point: {'__PARA__L0': 1, '__PARA__L1': 1, '__PIPE__L0': 'off', '__PIPE__L1': '', '__PIPE__L2': 'off', '__TILE__L0': 1, '__TILE__L1': 4}
perf: 391987.0 for point: {'__PARA__L0': 1, '__PARA__L1': 1, '__PIPE__L0': 'off', '__PIPE__L1': 'off', '__PIPE__L2': 'flatten', '__TILE__L0': 1, '__TILE__L1': 4}
perf: 391987.0 for point: {'__PARA__L0': 1, '__PARA__L1': 1, '__PIPE__L0': 'off', '__PIPE__L1': 'off', '__PIPE__L2': 'off', '__TILE__L0': 1, '__TILE__L1': 4}
perf: 402338.0 for point: {'__PARA__L0': 1, '__PARA__L1': 62, '__PIPE__L0': 'off', '__PIPE__L1': '', '__PIPE__L2': 'off', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 402338.0 for point: {'__PARA__L0': 1, '__PARA__L1': 62, '__PIPE__L0': 'off', '__PIPE__L1': '', '__PIPE__L2': 'off', '__TILE__L0': 126, '__TILE__L1': 1}
perf: 442532.0 for point: {'__PARA__L0': 1, '__PARA__L1': 62, '__PIPE__L0': 'off', '__PIPE__L1': '', '__PIPE__L2': '', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 442532.0 for point: {'__PARA__L0': 1, '__PARA__L1': 62, '__PIPE__L0': 'off', '__PIPE__L1': '', '__PIPE__L2': '', '__TILE__L0': 126, '__TILE__L1': 1}
perf: 442532.0 for point: {'__PARA__L0': 1, '__PARA__L1': 62, '__PIPE__L0': 'off', '__PIPE__L1': '', '__PIPE__L2': 'flatten', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 442532.0 for point: {'__PARA__L0': 1, '__PARA__L1': 62, '__PIPE__L0': 'off', '__PIPE__L1': '', '__PIPE__L2': 'flatten', '__TILE__L0': 126, '__TILE__L1': 1}
perf: 727903.0 for point: {'__PARA__L0': 1, '__PARA__L1': 1, '__PIPE__L0': 'off', '__PIPE__L1': '', '__PIPE__L2': '', '__TILE__L0': 1, '__TILE__L1': 2}
perf: 727903.0 for point: {'__PARA__L0': 1, '__PARA__L1': 1, '__PIPE__L0': 'off', '__PIPE__L1': '', '__PIPE__L2': 'flatten', '__TILE__L0': 1, '__TILE__L1': 2}
perf: 727903.0 for point: {'__PARA__L0': 1, '__PARA__L1': 1, '__PIPE__L0': 'off', '__PIPE__L1': '', '__PIPE__L2': 'off', '__TILE__L0': 1, '__TILE__L1': 2}
perf: 727903.0 for point: {'__PARA__L0': 1, '__PARA__L1': 1, '__PIPE__L0': 'off', '__PIPE__L1': 'off', '__PIPE__L2': '', '__TILE__L0': 1, '__TILE__L1': 2}
perf: 727903.0 for point: {'__PARA__L0': 1, '__PARA__L1': 1, '__PIPE__L0': 'off', '__PIPE__L1': 'off', '__PIPE__L2': 'flatten', '__TILE__L0': 1, '__TILE__L1': 2}
perf: 727903.0 for point: {'__PARA__L0': 1, '__PARA__L1': 1, '__PIPE__L0': 'off', '__PIPE__L1': 'off', '__PIPE__L2': 'off', '__TILE__L0': 1, '__TILE__L1': 2}
perf: 1357716.0 for point: {'__PARA__L0': 1, '__PARA__L1': 62, '__PIPE__L0': '', '__PIPE__L1': 'off', '__PIPE__L2': '', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 1357716.0 for point: {'__PARA__L0': 1, '__PARA__L1': 62, '__PIPE__L0': '', '__PIPE__L1': 'off', '__PIPE__L2': 'flatten', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 1357716.0 for point: {'__PARA__L0': 1, '__PARA__L1': 62, '__PIPE__L0': '', '__PIPE__L1': 'off', '__PIPE__L2': 'flatten', '__TILE__L0': 126, '__TILE__L1': 1}
perf: 1357716.0 for point: {'__PARA__L0': 1, '__PARA__L1': 62, '__PIPE__L0': '', '__PIPE__L1': 'off', '__PIPE__L2': 'off', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 1443098.0 for point: {'__PARA__L0': 1, '__PARA__L1': 2, '__PIPE__L0': 'off', '__PIPE__L1': '', '__PIPE__L2': '', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 1443098.0 for point: {'__PARA__L0': 1, '__PARA__L1': 2, '__PIPE__L0': 'off', '__PIPE__L1': '', '__PIPE__L2': '', '__TILE__L0': 126, '__TILE__L1': 1}
perf: 1443098.0 for point: {'__PARA__L0': 1, '__PARA__L1': 2, '__PIPE__L0': 'off', '__PIPE__L1': '', '__PIPE__L2': 'flatten', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 1443098.0 for point: {'__PARA__L0': 1, '__PARA__L1': 2, '__PIPE__L0': 'off', '__PIPE__L1': '', '__PIPE__L2': 'flatten', '__TILE__L0': 126, '__TILE__L1': 1}
perf: 1443098.0 for point: {'__PARA__L0': 1, '__PARA__L1': 2, '__PIPE__L0': 'off', '__PIPE__L1': '', '__PIPE__L2': 'off', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 1443098.0 for point: {'__PARA__L0': 1, '__PARA__L1': 2, '__PIPE__L0': 'off', '__PIPE__L1': '', '__PIPE__L2': 'off', '__TILE__L0': 126, '__TILE__L1': 1}
perf: 1443098.0 for point: {'__PARA__L0': 1, '__PARA__L1': 2, '__PIPE__L0': 'off', '__PIPE__L1': 'off', '__PIPE__L2': '', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 1443098.0 for point: {'__PARA__L0': 1, '__PARA__L1': 2, '__PIPE__L0': 'off', '__PIPE__L1': 'off', '__PIPE__L2': '', '__TILE__L0': 126, '__TILE__L1': 1}
perf: 1443098.0 for point: {'__PARA__L0': 1, '__PARA__L1': 2, '__PIPE__L0': 'off', '__PIPE__L1': 'off', '__PIPE__L2': 'flatten', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 1443098.0 for point: {'__PARA__L0': 1, '__PARA__L1': 2, '__PIPE__L0': 'off', '__PIPE__L1': 'off', '__PIPE__L2': 'off', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 1443098.0 for point: {'__PARA__L0': 1, '__PARA__L1': 2, '__PIPE__L0': 'off', '__PIPE__L1': 'off', '__PIPE__L2': 'off', '__TILE__L0': 126, '__TILE__L1': 1}
perf: 1490745.0 for point: {'__PARA__L0': 1, '__PARA__L1': 4, '__PIPE__L0': '', '__PIPE__L1': '', '__PIPE__L2': '', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 1490745.0 for point: {'__PARA__L0': 1, '__PARA__L1': 4, '__PIPE__L0': '', '__PIPE__L1': '', '__PIPE__L2': '', '__TILE__L0': 126, '__TILE__L1': 1}
perf: 1490745.0 for point: {'__PARA__L0': 1, '__PARA__L1': 4, '__PIPE__L0': '', '__PIPE__L1': '', '__PIPE__L2': 'flatten', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 1490745.0 for point: {'__PARA__L0': 1, '__PARA__L1': 4, '__PIPE__L0': '', '__PIPE__L1': '', '__PIPE__L2': 'flatten', '__TILE__L0': 126, '__TILE__L1': 1}
perf: 1490745.0 for point: {'__PARA__L0': 1, '__PARA__L1': 4, '__PIPE__L0': '', '__PIPE__L1': '', '__PIPE__L2': 'off', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 1490745.0 for point: {'__PARA__L0': 1, '__PARA__L1': 4, '__PIPE__L0': '', '__PIPE__L1': '', '__PIPE__L2': 'off', '__TILE__L0': 126, '__TILE__L1': 1}
perf: 1490745.0 for point: {'__PARA__L0': 1, '__PARA__L1': 4, '__PIPE__L0': '', '__PIPE__L1': 'off', '__PIPE__L2': '', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 1490745.0 for point: {'__PARA__L0': 1, '__PARA__L1': 4, '__PIPE__L0': '', '__PIPE__L1': 'off', '__PIPE__L2': '', '__TILE__L0': 126, '__TILE__L1': 1}
perf: 1490745.0 for point: {'__PARA__L0': 1, '__PARA__L1': 4, '__PIPE__L0': '', '__PIPE__L1': 'off', '__PIPE__L2': 'flatten', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 1490745.0 for point: {'__PARA__L0': 1, '__PARA__L1': 4, '__PIPE__L0': '', '__PIPE__L1': 'off', '__PIPE__L2': 'flatten', '__TILE__L0': 126, '__TILE__L1': 1}
perf: 1490745.0 for point: {'__PARA__L0': 1, '__PARA__L1': 4, '__PIPE__L0': '', '__PIPE__L1': 'off', '__PIPE__L2': 'off', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 1490745.0 for point: {'__PARA__L0': 1, '__PARA__L1': 4, '__PIPE__L0': '', '__PIPE__L1': 'off', '__PIPE__L2': 'off', '__TILE__L0': 126, '__TILE__L1': 1}
perf: 1490745.0 for point: {'__PARA__L0': 1, '__PARA__L1': 4, '__PIPE__L0': 'off', '__PIPE__L1': '', '__PIPE__L2': '', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 1490745.0 for point: {'__PARA__L0': 1, '__PARA__L1': 4, '__PIPE__L0': 'off', '__PIPE__L1': '', '__PIPE__L2': '', '__TILE__L0': 126, '__TILE__L1': 1}
perf: 1490745.0 for point: {'__PARA__L0': 1, '__PARA__L1': 4, '__PIPE__L0': 'off', '__PIPE__L1': '', '__PIPE__L2': 'flatten', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 1490745.0 for point: {'__PARA__L0': 1, '__PARA__L1': 4, '__PIPE__L0': 'off', '__PIPE__L1': '', '__PIPE__L2': 'flatten', '__TILE__L0': 126, '__TILE__L1': 1}
perf: 1490745.0 for point: {'__PARA__L0': 1, '__PARA__L1': 4, '__PIPE__L0': 'off', '__PIPE__L1': '', '__PIPE__L2': 'off', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 1490745.0 for point: {'__PARA__L0': 1, '__PARA__L1': 4, '__PIPE__L0': 'off', '__PIPE__L1': '', '__PIPE__L2': 'off', '__TILE__L0': 126, '__TILE__L1': 1}
perf: 1490745.0 for point: {'__PARA__L0': 1, '__PARA__L1': 4, '__PIPE__L0': 'off', '__PIPE__L1': 'off', '__PIPE__L2': '', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 1490745.0 for point: {'__PARA__L0': 1, '__PARA__L1': 4, '__PIPE__L0': 'off', '__PIPE__L1': 'off', '__PIPE__L2': '', '__TILE__L0': 126, '__TILE__L1': 1}
perf: 1490745.0 for point: {'__PARA__L0': 1, '__PARA__L1': 4, '__PIPE__L0': 'off', '__PIPE__L1': 'off', '__PIPE__L2': 'flatten', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 1490745.0 for point: {'__PARA__L0': 1, '__PARA__L1': 4, '__PIPE__L0': 'off', '__PIPE__L1': 'off', '__PIPE__L2': 'flatten', '__TILE__L0': 126, '__TILE__L1': 1}
perf: 1490745.0 for point: {'__PARA__L0': 1, '__PARA__L1': 4, '__PIPE__L0': 'off', '__PIPE__L1': 'off', '__PIPE__L2': 'off', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 1490745.0 for point: {'__PARA__L0': 1, '__PARA__L1': 4, '__PIPE__L0': 'off', '__PIPE__L1': 'off', '__PIPE__L2': 'off', '__TILE__L0': 126, '__TILE__L1': 1}
perf: 1579071.0 for point: {'__PARA__L0': 1, '__PARA__L1': 8, '__PIPE__L0': '', '__PIPE__L1': '', '__PIPE__L2': '', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 1579071.0 for point: {'__PARA__L0': 1, '__PARA__L1': 8, '__PIPE__L0': '', '__PIPE__L1': '', '__PIPE__L2': '', '__TILE__L0': 126, '__TILE__L1': 1}
perf: 1579071.0 for point: {'__PARA__L0': 1, '__PARA__L1': 8, '__PIPE__L0': '', '__PIPE__L1': '', '__PIPE__L2': 'flatten', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 1579071.0 for point: {'__PARA__L0': 1, '__PARA__L1': 8, '__PIPE__L0': '', '__PIPE__L1': '', '__PIPE__L2': 'flatten', '__TILE__L0': 126, '__TILE__L1': 1}
perf: 1579071.0 for point: {'__PARA__L0': 1, '__PARA__L1': 8, '__PIPE__L0': '', '__PIPE__L1': '', '__PIPE__L2': 'off', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 1579071.0 for point: {'__PARA__L0': 1, '__PARA__L1': 8, '__PIPE__L0': '', '__PIPE__L1': '', '__PIPE__L2': 'off', '__TILE__L0': 126, '__TILE__L1': 1}
perf: 1579071.0 for point: {'__PARA__L0': 1, '__PARA__L1': 8, '__PIPE__L0': '', '__PIPE__L1': 'off', '__PIPE__L2': '', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 1579071.0 for point: {'__PARA__L0': 1, '__PARA__L1': 8, '__PIPE__L0': '', '__PIPE__L1': 'off', '__PIPE__L2': '', '__TILE__L0': 126, '__TILE__L1': 1}
perf: 1579071.0 for point: {'__PARA__L0': 1, '__PARA__L1': 8, '__PIPE__L0': '', '__PIPE__L1': 'off', '__PIPE__L2': 'flatten', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 1579071.0 for point: {'__PARA__L0': 1, '__PARA__L1': 8, '__PIPE__L0': '', '__PIPE__L1': 'off', '__PIPE__L2': 'flatten', '__TILE__L0': 126, '__TILE__L1': 1}
perf: 1579071.0 for point: {'__PARA__L0': 1, '__PARA__L1': 8, '__PIPE__L0': '', '__PIPE__L1': 'off', '__PIPE__L2': 'off', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 1579071.0 for point: {'__PARA__L0': 1, '__PARA__L1': 8, '__PIPE__L0': '', '__PIPE__L1': 'off', '__PIPE__L2': 'off', '__TILE__L0': 126, '__TILE__L1': 1}
perf: 1579071.0 for point: {'__PARA__L0': 1, '__PARA__L1': 8, '__PIPE__L0': 'off', '__PIPE__L1': '', '__PIPE__L2': '', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 1579071.0 for point: {'__PARA__L0': 1, '__PARA__L1': 8, '__PIPE__L0': 'off', '__PIPE__L1': '', '__PIPE__L2': '', '__TILE__L0': 126, '__TILE__L1': 1}
perf: 1579071.0 for point: {'__PARA__L0': 1, '__PARA__L1': 8, '__PIPE__L0': 'off', '__PIPE__L1': '', '__PIPE__L2': 'flatten', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 1579071.0 for point: {'__PARA__L0': 1, '__PARA__L1': 8, '__PIPE__L0': 'off', '__PIPE__L1': '', '__PIPE__L2': 'flatten', '__TILE__L0': 126, '__TILE__L1': 1}
perf: 1579071.0 for point: {'__PARA__L0': 1, '__PARA__L1': 8, '__PIPE__L0': 'off', '__PIPE__L1': '', '__PIPE__L2': 'off', '__TILE__L0': 126, '__TILE__L1': 1}
perf: 1579071.0 for point: {'__PARA__L0': 1, '__PARA__L1': 8, '__PIPE__L0': 'off', '__PIPE__L1': 'off', '__PIPE__L2': '', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 1579071.0 for point: {'__PARA__L0': 1, '__PARA__L1': 8, '__PIPE__L0': 'off', '__PIPE__L1': 'off', '__PIPE__L2': '', '__TILE__L0': 126, '__TILE__L1': 1}
perf: 1579071.0 for point: {'__PARA__L0': 1, '__PARA__L1': 8, '__PIPE__L0': 'off', '__PIPE__L1': 'off', '__PIPE__L2': 'flatten', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 1579071.0 for point: {'__PARA__L0': 1, '__PARA__L1': 8, '__PIPE__L0': 'off', '__PIPE__L1': 'off', '__PIPE__L2': 'flatten', '__TILE__L0': 126, '__TILE__L1': 1}
perf: 1579071.0 for point: {'__PARA__L0': 1, '__PARA__L1': 8, '__PIPE__L0': 'off', '__PIPE__L1': 'off', '__PIPE__L2': 'off', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 1579071.0 for point: {'__PARA__L0': 1, '__PARA__L1': 8, '__PIPE__L0': 'off', '__PIPE__L1': 'off', '__PIPE__L2': 'off', '__TILE__L0': 126, '__TILE__L1': 1}
perf: 1765425.0 for point: {'__PARA__L0': 1, '__PARA__L1': 16, '__PIPE__L0': '', '__PIPE__L1': '', '__PIPE__L2': '', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 1765425.0 for point: {'__PARA__L0': 1, '__PARA__L1': 16, '__PIPE__L0': '', '__PIPE__L1': '', '__PIPE__L2': 'flatten', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 1765425.0 for point: {'__PARA__L0': 1, '__PARA__L1': 16, '__PIPE__L0': '', '__PIPE__L1': '', '__PIPE__L2': 'flatten', '__TILE__L0': 126, '__TILE__L1': 1}
perf: 1765425.0 for point: {'__PARA__L0': 1, '__PARA__L1': 16, '__PIPE__L0': '', '__PIPE__L1': '', '__PIPE__L2': 'off', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 1765425.0 for point: {'__PARA__L0': 1, '__PARA__L1': 16, '__PIPE__L0': '', '__PIPE__L1': 'off', '__PIPE__L2': '', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 1765425.0 for point: {'__PARA__L0': 1, '__PARA__L1': 16, '__PIPE__L0': '', '__PIPE__L1': 'off', '__PIPE__L2': 'flatten', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 1765425.0 for point: {'__PARA__L0': 1, '__PARA__L1': 16, '__PIPE__L0': '', '__PIPE__L1': 'off', '__PIPE__L2': 'flatten', '__TILE__L0': 126, '__TILE__L1': 1}
perf: 1765425.0 for point: {'__PARA__L0': 1, '__PARA__L1': 16, '__PIPE__L0': '', '__PIPE__L1': 'off', '__PIPE__L2': 'off', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 1765425.0 for point: {'__PARA__L0': 1, '__PARA__L1': 16, '__PIPE__L0': '', '__PIPE__L1': 'off', '__PIPE__L2': 'off', '__TILE__L0': 126, '__TILE__L1': 1}
perf: 1765425.0 for point: {'__PARA__L0': 1, '__PARA__L1': 16, '__PIPE__L0': 'off', '__PIPE__L1': '', '__PIPE__L2': '', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 1765425.0 for point: {'__PARA__L0': 1, '__PARA__L1': 16, '__PIPE__L0': 'off', '__PIPE__L1': '', '__PIPE__L2': '', '__TILE__L0': 126, '__TILE__L1': 1}
perf: 1765425.0 for point: {'__PARA__L0': 1, '__PARA__L1': 16, '__PIPE__L0': 'off', '__PIPE__L1': '', '__PIPE__L2': 'flatten', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 1765425.0 for point: {'__PARA__L0': 1, '__PARA__L1': 16, '__PIPE__L0': 'off', '__PIPE__L1': '', '__PIPE__L2': 'flatten', '__TILE__L0': 126, '__TILE__L1': 1}
perf: 1765425.0 for point: {'__PARA__L0': 1, '__PARA__L1': 16, '__PIPE__L0': 'off', '__PIPE__L1': '', '__PIPE__L2': 'off', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 1765425.0 for point: {'__PARA__L0': 1, '__PARA__L1': 16, '__PIPE__L0': 'off', '__PIPE__L1': '', '__PIPE__L2': 'off', '__TILE__L0': 126, '__TILE__L1': 1}
perf: 1765425.0 for point: {'__PARA__L0': 1, '__PARA__L1': 16, '__PIPE__L0': 'off', '__PIPE__L1': 'off', '__PIPE__L2': '', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 1765425.0 for point: {'__PARA__L0': 1, '__PARA__L1': 16, '__PIPE__L0': 'off', '__PIPE__L1': 'off', '__PIPE__L2': '', '__TILE__L0': 126, '__TILE__L1': 1}
perf: 1765425.0 for point: {'__PARA__L0': 1, '__PARA__L1': 16, '__PIPE__L0': 'off', '__PIPE__L1': 'off', '__PIPE__L2': 'flatten', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 1765425.0 for point: {'__PARA__L0': 1, '__PARA__L1': 16, '__PIPE__L0': 'off', '__PIPE__L1': 'off', '__PIPE__L2': 'flatten', '__TILE__L0': 126, '__TILE__L1': 1}
perf: 1765425.0 for point: {'__PARA__L0': 1, '__PARA__L1': 16, '__PIPE__L0': 'off', '__PIPE__L1': 'off', '__PIPE__L2': 'off', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 1765425.0 for point: {'__PARA__L0': 1, '__PARA__L1': 16, '__PIPE__L0': 'off', '__PIPE__L1': 'off', '__PIPE__L2': 'off', '__TILE__L0': 126, '__TILE__L1': 1}
perf: 2143047.0 for point: {'__PARA__L0': 1, '__PARA__L1': 32, '__PIPE__L0': '', '__PIPE__L1': '', '__PIPE__L2': '', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 2143047.0 for point: {'__PARA__L0': 1, '__PARA__L1': 32, '__PIPE__L0': '', '__PIPE__L1': '', '__PIPE__L2': 'flatten', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 2143047.0 for point: {'__PARA__L0': 1, '__PARA__L1': 32, '__PIPE__L0': '', '__PIPE__L1': '', '__PIPE__L2': 'flatten', '__TILE__L0': 126, '__TILE__L1': 1}
perf: 2143047.0 for point: {'__PARA__L0': 1, '__PARA__L1': 32, '__PIPE__L0': '', '__PIPE__L1': '', '__PIPE__L2': 'off', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 2143047.0 for point: {'__PARA__L0': 1, '__PARA__L1': 32, '__PIPE__L0': '', '__PIPE__L1': 'off', '__PIPE__L2': '', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 2143047.0 for point: {'__PARA__L0': 1, '__PARA__L1': 32, '__PIPE__L0': '', '__PIPE__L1': 'off', '__PIPE__L2': 'flatten', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 2143047.0 for point: {'__PARA__L0': 1, '__PARA__L1': 32, '__PIPE__L0': '', '__PIPE__L1': 'off', '__PIPE__L2': 'flatten', '__TILE__L0': 126, '__TILE__L1': 1}
perf: 2143047.0 for point: {'__PARA__L0': 1, '__PARA__L1': 32, '__PIPE__L0': '', '__PIPE__L1': 'off', '__PIPE__L2': 'off', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 2143047.0 for point: {'__PARA__L0': 1, '__PARA__L1': 32, '__PIPE__L0': 'off', '__PIPE__L1': '', '__PIPE__L2': '', '__TILE__L0': 1, '__TILE__L1': 1}
perf: 2143047.0 for point: {'__PARA__L0': 1, '__PARA__L1': 32, '__PIPE__L0': 'off', '__PIPE__L1': '', '__PIPE__L2': '', '__TILE__L0': 126, '__TILE__L1': 1}
perf: 2143047.0 for point: {'__PARA__L0': 1, '__PARA__L1': 32, '__PIPE__L0': 'off', '__PIPE__L1': '', '__PIPE__L2': 'flatten', '__TILE__L0': 1, '__TILE__L1': 1}
